GB	FGN
GB41541	NA
GB41542	NA
GB41543	NA
GB41544	NA
GB41545	FBgn0039800
GB41546	NA
GB41547	FBgn0259099
GB41549	FBgn0011837
GB41550	NA
GB41552	FBgn0025686
GB41553	FBgn0010704
GB41556	NA
GB41557	NA
GB41558	NA
GB41559	NA
GB41560	NA
GB41562	NA
GB41563	NA
GB41564	NA
GB41565	NA
GB41567	NA
GB41568	NA
GB41569	FBgn0028892
GB41575	NA
GB41576	NA
GB41579	FBgn0036926
GB41580	FBgn0030196
GB41581	NA
GB41583	FBgn0032153
GB41584	FBgn0039663
GB41589	FBgn0038421
GB41590	FBgn0032225
GB41591	FBgn0028540
GB41592	FBgn0004390
GB41593	FBgn0260442
GB41594	NA
GB41595	NA
GB41596	NA
GB41597	FBgn0024329
GB41598	FBgn0025716
GB41599	NA
GB41600	FBgn0026582
GB41601	NA
GB41602	NA
GB41603	FBgn0029092
GB41604	FBgn0030529
GB41606	NA
GB41607	NA
GB41608	FBgn0261610
GB41609	FBgn0030631
GB41610	NA
GB41611	NA
GB41613	NA
GB41615	NA
GB41616	FBgn0020762
GB41617	FBgn0042083
GB41618	FBgn0035427
GB41619	NA
GB41620	NA
GB41621	NA
GB41622	NA
GB41623	NA
GB41624	FBgn0035845
GB41625	FBgn0035844
GB41626	NA
GB41627	FBgn0039228
GB41628	FBgn0032276
GB41629	FBgn0025936
GB41630	NA
GB41631	FBgn0037686
GB41632	FBgn0036886
GB41633	FBgn0016120
GB41634	FBgn0263968
GB41635	NA
GB41636	NA
GB41637	NA
GB41638	NA
GB41639	FBgn0005386
GB41640	NA
GB41641	FBgn0261266
GB41642	NA
GB41643	FBgn0003249
GB41645	FBgn0000464
GB41646	FBgn0033665
GB41647	FBgn0024288
GB41648	NA
GB41649	FBgn0035333
GB41650	FBgn0035333
GB41651	FBgn0001098
GB41652	NA
GB41653	FBgn0030992
GB41654	FBgn0013799
GB41655	FBgn0039944
GB41656	FBgn0069913
GB41657	NA
GB41658	NA
GB41659	FBgn0027570
GB41660	FBgn0026199
GB41661	FBgn0024913
GB41662	NA
GB41663	FBgn0034658
GB41664	FBgn0036545
GB41665	NA
GB41666	NA
GB41667	NA
GB41668	FBgn0261984
GB41669	FBgn0264291
GB41670	FBgn0010497
GB41671	FBgn0264305
GB41672	FBgn0003716
GB41673	NA
GB41674	FBgn0011640
GB41676	NA
GB41677	FBgn0036337
GB41678	NA
GB41679	NA
GB41680	FBgn0034975
GB41681	FBgn0033714
GB41684	FBgn0031730
GB41686	FBgn0033357
GB41687	NA
GB41688	FBgn0015509
GB41689	NA
GB41690	FBgn0262560
GB41691	FBgn0035928
GB41692	FBgn0035111
GB41693	FBgn0040268
GB41694	FBgn0036053
GB41695	FBgn0024288
GB41696	NA
GB41697	FBgn0035944
GB41698	NA
GB41699	NA
GB41700	FBgn0031855
GB41701	FBgn0050122
GB41702	NA
GB41703	NA
GB41704	FBgn0034420
GB41705	NA
GB41706	NA
GB41707	FBgn0003887
GB41708	NA
GB41709	NA
GB41710	FBgn0036612
GB41711	FBgn0260460
GB41712	NA
GB41713	FBgn0029912
GB41714	FBgn0263072
GB41715	FBgn0250814
GB41716	NA
GB41717	NA
GB41718	FBgn0260755
GB41719	NA
GB41720	FBgn0035431
GB41721	NA
GB41722	NA
GB41723	FBgn0261269
GB41724	FBgn0028622
GB41725	FBgn0052638
GB41726	NA
GB41727	FBgn0000413
GB41728	NA
GB41730	NA
GB41731	FBgn0262636
GB41732	FBgn0032287
GB41733	FBgn0030610
GB41734	FBgn0036463
GB41735	FBgn0036565
GB41736	NA
GB41737	FBgn0033556
GB41738	NA
GB41739	NA
GB41740	FBgn0021760
GB41741	FBgn0011455
GB41742	NA
GB41743	NA
GB41744	FBgn0023513
GB41745	FBgn0004367
GB41746	FBgn0011592
GB41747	FBgn0051151
GB41748	NA
GB41749	NA
GB41750	NA
GB41751	NA
GB41752	NA
GB41753	NA
GB41754	FBgn0030753
GB41755	FBgn0016038
GB41756	FBgn0036145
GB41757	FBgn0036146
GB41758	FBgn0004623
GB41759	FBgn0034270
GB41760	FBgn0023495
GB41761	FBgn0033741
GB41762	FBgn0038438
GB41763	NA
GB41764	NA
GB41765	NA
GB41766	NA
GB41767	NA
GB41768	FBgn0033447
GB41769	FBgn0030877
GB41770	FBgn0039555
GB41771	FBgn0024897
GB41772	NA
GB41773	NA
GB41774	FBgn0025558
GB41775	FBgn0038168
GB41776	NA
GB41777	NA
GB41778	FBgn0030362
GB41779	FBgn0030511
GB41780	NA
GB41781	FBgn0040078
GB41782	FBgn0037801
GB41783	FBgn0037801
GB41784	NA
GB41785	NA
GB41786	NA
GB41787	NA
GB41788	NA
GB41790	NA
GB41792	FBgn0040601
GB41793	FBgn0038925
GB41794	NA
GB41795	FBgn0039335
GB41796	FBgn0032586
GB41797	FBgn0033109
GB41798	FBgn0022160
GB41799	NA
GB41800	FBgn0020378
GB41801	NA
GB41802	NA
GB41803	FBgn0262519
GB41804	FBgn0030344
GB41806	FBgn0038088
GB41807	FBgn0030740
GB41808	FBgn0051694
GB41809	FBgn0034919
GB41810	FBgn0039182
GB41811	FBgn0031187
GB41812	NA
GB41813	NA
GB41814	NA
GB41815	FBgn0031183
GB41816	NA
GB41817	NA
GB41818	FBgn0010387
GB41819	NA
GB41820	NA
GB41821	FBgn0028646
GB41822	FBgn0031397
GB41823	FBgn0051453
GB41824	FBgn0031359
GB41825	FBgn0024314
GB41826	NA
GB41827	FBgn0039244
GB41829	FBgn0034366
GB41830	NA
GB41831	NA
GB41832	NA
GB41834	FBgn0035470
GB41835	NA
GB41836	FBgn0037218
GB41837	NA
GB41838	NA
GB41839	NA
GB41840	FBgn0038475
GB41841	FBgn0039273
GB41842	FBgn0010504
GB41843	FBgn0035298
GB41844	FBgn0051121
GB41845	FBgn0036844
GB41846	FBgn0014868
GB41847	FBgn0052113
GB41848	NA
GB41849	NA
GB41850	FBgn0029167
GB41851	NA
GB41852	FBgn0086690
GB41853	NA
GB41854	NA
GB41855	FBgn0262867
GB41856	FBgn0000024
GB41857	FBgn0038126
GB41858	FBgn0034091
GB41859	FBgn0039110
GB41860	NA
GB41861	NA
GB41862	FBgn0259680
GB41863	FBgn0029830
GB41864	NA
GB41865	FBgn0004510
GB41866	FBgn0034484
GB41867	FBgn0039562
GB41869	NA
GB41870	NA
GB41871	FBgn0031776
GB41872	FBgn0036888
GB41873	FBgn0032170
GB41874	FBgn0034258
GB41875	FBgn0037814
GB41876	FBgn0020379
GB41877	FBgn0038111
GB41878	FBgn0037841
GB41879	NA
GB41881	FBgn0039274
GB41882	FBgn0029936
GB41883	FBgn0262647
GB41884	NA
GB41885	NA
GB41886	FBgn0086357
GB41887	NA
GB41888	FBgn0036398
GB41889	FBgn0037818
GB41890	FBgn0015396
GB41891	NA
GB41892	NA
GB41893	NA
GB41894	FBgn0023531
GB41895	NA
GB41896	NA
GB41897	FBgn0010339
GB41898	FBgn0028408
GB41899	NA
GB41900	FBgn0259110
GB41901	FBgn0029949
GB41902	FBgn0037073
GB41903	NA
GB41904	NA
GB41905	FBgn0262467
GB41906	NA
GB41907	FBgn0026324
GB41908	FBgn0039936
GB41909	FBgn0041161
GB41910	FBgn0036147
GB41911	FBgn0036147
GB41912	NA
GB41913	FBgn0037475
GB41914	NA
GB41915	NA
GB41916	FBgn0051248
GB41917	FBgn0051248
GB41918	NA
GB41919	NA
GB41920	NA
GB41921	FBgn0263131
GB41922	FBgn0260388
GB41923	FBgn0036279
GB41926	NA
GB41931	NA
GB41932	NA
GB41933	NA
GB41937	NA
GB41940	FBgn0030715
GB41942	FBgn0041174
GB41943	NA
GB41944	NA
GB41945	FBgn0022770
GB41946	FBgn0022770
GB41949	NA
GB41950	NA
GB41951	NA
GB41952	NA
GB41953	NA
GB41954	NA
GB41955	NA
GB41959	NA
GB41960	NA
GB41961	NA
GB41962	NA
GB41963	NA
GB41964	NA
GB41965	NA
GB41966	NA
GB41967	NA
GB41968	FBgn0017578
GB41969	FBgn0039923
GB41970	FBgn0003206
GB41972	FBgn0033028
GB41973	FBgn0037843
GB41974	FBgn0037021
GB41975	FBgn0032378
GB41976	NA
GB41977	FBgn0037372
GB41979	FBgn0035978
GB41980	NA
GB41981	FBgn0032671
GB41982	FBgn0003334
GB41983	FBgn0033603
GB41985	FBgn0024941
GB41986	FBgn0004897
GB41987	FBgn0033781
GB41988	FBgn0033661
GB41989	NA
GB41990	NA
GB41991	NA
GB41992	NA
GB41993	NA
GB41994	NA
GB41996	NA
GB41997	NA
GB41998	NA
GB41999	NA
GB42000	FBgn0000479
GB42004	NA
GB42007	NA
GB42008	NA
GB42010	FBgn0038425
GB42011	FBgn0000644
GB42012	FBgn0037275
GB42013	NA
GB42014	FBgn0260794
GB42015	FBgn0037838
GB42016	FBgn0051368
GB42017	FBgn0050159
GB42018	NA
GB42019	FBgn0005586
GB42020	FBgn0027103
GB42021	FBgn0085451
GB42022	FBgn0036594
GB42023	FBgn0037536
GB42024	FBgn0039588
GB42025	NA
GB42026	NA
GB42027	FBgn0003460
GB42028	NA
GB42029	NA
GB42030	NA
GB42031	FBgn0039466
GB42032	FBgn0019947
GB42033	NA
GB42035	FBgn0058204
GB42036	FBgn0024509
GB42037	FBgn0259876
GB42038	FBgn0036771
GB42039	FBgn0038235
GB42040	NA
GB42041	NA
GB42043	FBgn0051159
GB42044	NA
GB42045	NA
GB42046	NA
GB42048	NA
GB42049	FBgn0001297
GB42050	NA
GB42051	FBgn0038950
GB42052	FBgn0262112
GB42053	FBgn0037782
GB42054	FBgn0002921
GB42055	NA
GB42056	NA
GB42057	FBgn0037121
GB42058	FBgn0039117
GB42059	NA
GB42060	NA
GB42062	FBgn0039527
GB42063	FBgn0003091
GB42064	FBgn0003091
GB42065	NA
GB42066	FBgn0004387
GB42067	NA
GB42069	NA
GB42070	NA
GB42071	FBgn0035986
GB42072	FBgn0051344
GB42073	NA
GB42074	NA
GB42075	FBgn0038981
GB42076	NA
GB42077	FBgn0037215
GB42078	FBgn0051109
GB42079	FBgn0037834
GB42081	NA
GB42082	FBgn0015737
GB42083	NA
GB42084	NA
GB42085	FBgn0037960
GB42086	FBgn0038490
GB42087	FBgn0038491
GB42088	FBgn0261599
GB42089	FBgn0038739
GB42090	NA
GB42091	NA
GB42093	NA
GB42095	NA
GB42096	FBgn0015400
GB42097	NA
GB42099	NA
GB42104	NA
GB42106	FBgn0263979
GB42107	NA
GB42109	FBgn0037481
GB42110	NA
GB42111	NA
GB42112	FBgn0033010
GB42116	NA
GB42119	NA
GB42122	NA
GB42133	NA
GB42135	FBgn0038139
GB42136	FBgn0259215
GB42137	FBgn0052507
GB42138	NA
GB42139	FBgn0036660
GB42140	FBgn0036030
GB42141	FBgn0035811
GB42142	FBgn0001078
GB42143	FBgn0004401
GB42144	NA
GB42145	NA
GB42146	NA
GB42147	FBgn0030600
GB42148	NA
GB42149	NA
GB42150	FBgn0034931
GB42151	NA
GB42152	FBgn0261243
GB42153	NA
GB42154	NA
GB42155	FBgn0043842
GB42156	FBgn0035101
GB42157	NA
GB42159	FBgn0035707
GB42160	NA
GB42161	NA
GB42162	NA
GB42163	NA
GB42164	NA
GB42165	NA
GB42166	NA
GB42167	NA
GB42168	FBgn0033906
GB42169	NA
GB42170	NA
GB42171	NA
GB42172	NA
GB42173	FBgn0036063
GB42174	NA
GB42175	FBgn0263251
GB42176	NA
GB42177	FBgn0022740
GB42178	FBgn0000575
GB42179	NA
GB42180	NA
GB42181	NA
GB42182	NA
GB42183	FBgn0052594
GB42184	FBgn0030603
GB42186	NA
GB42187	NA
GB42188	NA
GB42189	FBgn0036745
GB42190	FBgn0015925
GB42191	FBgn0027945
GB42192	FBgn0036028
GB42193	FBgn0015321
GB42194	FBgn0031545
GB42195	FBgn0053276
GB42196	NA
GB42197	NA
GB42198	NA
GB42199	NA
GB42200	FBgn0020622
GB42201	FBgn0262869
GB42202	FBgn0003011
GB42203	FBgn0015011
GB42204	NA
GB42205	FBgn0039404
GB42206	NA
GB42207	FBgn0041588
GB42208	NA
GB42209	NA
GB42210	FBgn0051019
GB42211	FBgn0031318
GB42212	NA
GB42213	FBgn0025800
GB42214	NA
GB42215	NA
GB42216	FBgn0039743
GB42217	FBgn0039755
GB42218	FBgn0029172
GB42219	FBgn0029172
GB42220	FBgn0259111
GB42221	NA
GB42222	FBgn0024179
GB42223	FBgn0263133
GB42224	FBgn0032633
GB42225	NA
GB42227	FBgn0000061
GB42228	FBgn0053199
GB42229	NA
GB42230	FBgn0030738
GB42231	FBgn0027538
GB42232	NA
GB42233	FBgn0086675
GB42234	NA
GB42235	NA
GB42236	NA
GB42237	FBgn0039139
GB42238	FBgn0036405
GB42239	FBgn0033079
GB42241	FBgn0034590
GB42242	NA
GB42244	FBgn0031055
GB42245	NA
GB42246	FBgn0026375
GB42247	NA
GB42249	FBgn0005564
GB42250	NA
GB42252	FBgn0034315
GB42253	NA
GB42256	NA
GB42257	NA
GB42258	NA
GB42259	NA
GB42260	NA
GB42261	FBgn0000615
GB42262	NA
GB42263	FBgn0259142
GB42264	NA
GB42265	FBgn0036090
GB42266	FBgn0030790
GB42267	NA
GB42268	NA
GB42269	FBgn0039420
GB42270	NA
GB42271	FBgn0035171
GB42272	FBgn0033785
GB42273	NA
GB42274	FBgn0035318
GB42275	NA
GB42276	FBgn0036139
GB42277	FBgn0003261
GB42278	NA
GB42279	FBgn0003261
GB42280	NA
GB42281	FBgn0032482
GB42282	NA
GB42283	NA
GB42284	NA
GB42286	NA
GB42287	NA
GB42288	NA
GB42289	NA
GB42290	NA
GB42292	NA
GB42294	NA
GB42295	FBgn0036915
GB42296	NA
GB42297	FBgn0001220
GB42298	FBgn0031633
GB42299	NA
GB42300	NA
GB42301	NA
GB42302	NA
GB42303	FBgn0052816
GB42304	FBgn0001319
GB42305	NA
GB42306	NA
GB42307	NA
GB42309	NA
GB42310	NA
GB42311	FBgn0039232
GB42312	FBgn0024891
GB42313	FBgn0086359
GB42314	NA
GB42315	FBgn0064126
GB42316	FBgn0064126
GB42317	FBgn0037248
GB42318	NA
GB42319	NA
GB42320	NA
GB42321	FBgn0000543
GB42323	FBgn0035010
GB42324	FBgn0031485
GB42325	NA
GB42326	NA
GB42327	NA
GB42328	NA
GB42329	NA
GB42330	FBgn0035164
GB42331	NA
GB42332	NA
GB42333	NA
GB42334	NA
GB42335	NA
GB42336	NA
GB42337	NA
GB42338	NA
GB42339	FBgn0039380
GB42340	NA
GB42341	NA
GB42342	NA
GB42344	NA
GB42346	NA
GB42349	NA
GB42350	NA
GB42351	FBgn0029975
GB42352	FBgn0053158
GB42353	NA
GB42354	FBgn0038745
GB42355	FBgn0086443
GB42356	FBgn0051550
GB42357	NA
GB42358	FBgn0087011
GB42359	FBgn0013810
GB42360	FBgn0042085
GB42361	NA
GB42362	NA
GB42363	FBgn0036481
GB42364	NA
GB42365	NA
GB42366	FBgn0029885
GB42367	FBgn0051133
GB42368	NA
GB42369	NA
GB42370	NA
GB42372	NA
GB42373	FBgn0013810
GB42374	FBgn0023458
GB42375	FBgn0030717
GB42376	NA
GB42377	FBgn0004569
GB42378	NA
GB42379	NA
GB42380	NA
GB42381	FBgn0037653
GB42382	FBgn0000018
GB42383	NA
GB42384	FBgn0039306
GB42385	FBgn0022359
GB42386	NA
GB42387	NA
GB42388	NA
GB42393	NA
GB42397	NA
GB42398	FBgn0030853
GB42400	FBgn0037970
GB42401	FBgn0262614
GB42403	NA
GB42404	NA
GB42405	NA
GB42408	FBgn0053531
GB42409	NA
GB42410	NA
GB42411	FBgn0034636
GB42412	NA
GB42413	NA
GB42414	FBgn0036896
GB42415	NA
GB42416	FBgn0035449
GB42417	FBgn0034870
GB42418	FBgn0029706
GB42419	FBgn0085212
GB42420	FBgn0051638
GB42421	NA
GB42422	FBgn0003360
GB42423	NA
GB42424	NA
GB42425	NA
GB42426	NA
GB42427	FBgn0051198
GB42428	FBgn0038407
GB42429	FBgn0051122
GB42430	NA
GB42431	FBgn0022709
GB42432	FBgn0035031
GB42433	NA
GB42434	FBgn0022700
GB42435	NA
GB42436	FBgn0034817
GB42437	NA
GB42438	NA
GB42439	NA
GB42440	NA
GB42441	NA
GB42442	NA
GB42443	NA
GB42444	NA
GB42445	NA
GB42446	NA
GB42447	FBgn0024998
GB42448	FBgn0024807
GB42449	NA
GB42450	FBgn0053558
GB42451	FBgn0086657
GB42452	FBgn0037359
GB42454	FBgn0038058
GB42455	NA
GB42456	NA
GB42457	FBgn0035632
GB42458	FBgn0011802
GB42459	FBgn0036846
GB42460	FBgn0030593
GB42461	NA
GB42462	NA
GB42463	FBgn0036846
GB42464	NA
GB42465	FBgn0037492
GB42466	FBgn0031760
GB42467	FBgn0031735
GB42468	FBgn0031735
GB42469	NA
GB42470	NA
GB42472	FBgn0260632
GB42473	NA
GB42475	FBgn0031735
GB42476	FBgn0036259
GB42477	FBgn0005586
GB42478	NA
GB42479	FBgn0037632
GB42480	NA
GB42481	FBgn0037942
GB42482	FBgn0028670
GB42484	FBgn0039640
GB42485	FBgn0260450
GB42486	NA
GB42487	FBgn0260450
GB42488	FBgn0052576
GB42489	FBgn0016081
GB42490	NA
GB42491	NA
GB42492	FBgn0035144
GB42493	FBgn0028573
GB42494	FBgn0027553
GB42495	FBgn0085436
GB42496	FBgn0036004
GB42497	NA
GB42498	NA
GB42499	NA
GB42500	FBgn0030310
GB42501	FBgn0010280
GB42504	NA
GB42505	NA
GB42506	NA
GB42507	NA
GB42508	NA
GB42509	NA
GB42510	NA
GB42511	FBgn0004635
GB42513	NA
GB42514	NA
GB42515	FBgn0002021
GB42516	FBgn0026378
GB42519	FBgn0033054
GB42520	FBgn0038903
GB42521	NA
GB42522	NA
GB42523	NA
GB42524	NA
GB42525	FBgn0030096
GB42526	FBgn0036327
GB42527	NA
GB42529	FBgn0039381
GB42530	NA
GB42531	NA
GB42533	NA
GB42534	FBgn0040056
GB42535	NA
GB42536	NA
GB42537	FBgn0034138
GB42538	FBgn0023514
GB42539	NA
GB42540	NA
GB42541	FBgn0029962
GB42542	NA
GB42543	FBgn0039862
GB42544	FBgn0031498
GB42545	NA
GB42547	NA
GB42548	NA
GB42549	NA
GB42550	FBgn0033451
GB42551	FBgn0014417
GB42552	NA
GB42553	FBgn0001255
GB42554	NA
GB42555	NA
GB42556	NA
GB42557	FBgn0038395
GB42558	FBgn0041585
GB42559	FBgn0020626
GB42560	FBgn0020238
GB42561	FBgn0031309
GB42562	FBgn0028858
GB42563	NA
GB42564	FBgn0027492
GB42565	NA
GB42566	NA
GB42567	FBgn0259175
GB42568	FBgn0043010
GB42571	FBgn0003514
GB42572	FBgn0039459
GB42575	FBgn0032478
GB42576	NA
GB42577	FBgn0053517
GB42578	NA
GB42579	FBgn0262738
GB42580	FBgn0261446
GB42581	FBgn0035873
GB42582	FBgn0035873
GB42583	NA
GB42584	FBgn0037908
GB42585	FBgn0035873
GB42586	NA
GB42587	NA
GB42588	NA
GB42589	NA
GB42590	NA
GB42591	FBgn0052040
GB42592	FBgn0263512
GB42593	NA
GB42594	FBgn0036834
GB42595	NA
GB42596	FBgn0021742
GB42597	NA
GB42598	NA
GB42599	NA
GB42600	NA
GB42601	NA
GB42602	NA
GB42603	FBgn0083963
GB42604	FBgn0040206
GB42605	NA
GB42606	FBgn0087012
GB42607	FBgn0029854
GB42608	FBgn0029854
GB42609	NA
GB42610	NA
GB42612	FBgn0000551
GB42613	FBgn0261786
GB42614	FBgn0032230
GB42615	FBgn0042112
GB42616	NA
GB42617	NA
GB42618	NA
GB42619	NA
GB42620	NA
GB42621	FBgn0005677
GB42622	NA
GB42623	NA
GB42624	NA
GB42625	NA
GB42626	NA
GB42627	NA
GB42628	FBgn0029995
GB42629	FBgn0043001
GB42630	NA
GB42631	NA
GB42632	NA
GB42634	FBgn0033391
GB42635	NA
GB42636	NA
GB42637	NA
GB42638	NA
GB42639	FBgn0039197
GB42640	NA
GB42641	NA
GB42642	NA
GB42643	NA
GB42644	FBgn0000036
GB42645	FBgn0000352
GB42646	NA
GB42647	FBgn0003382
GB42648	FBgn0053303
GB42649	FBgn0033117
GB42650	FBgn0035002
GB42651	FBgn0033038
GB42652	FBgn0034603
GB42653	NA
GB42654	FBgn0028507
GB42655	FBgn0039741
GB42656	FBgn0034135
GB42659	FBgn0259243
GB42660	FBgn0028878
GB42661	FBgn0051759
GB42662	FBgn0042132
GB42663	FBgn0031066
GB42664	FBgn0037549
GB42665	NA
GB42666	FBgn0002524
GB42667	FBgn0260861
GB42668	FBgn0035812
GB42669	FBgn0035812
GB42670	FBgn0035264
GB42671	FBgn0041604
GB42672	FBgn0029994
GB42673	NA
GB42674	FBgn0000629
GB42675	FBgn0004852
GB42676	FBgn0033769
GB42677	FBgn0030960
GB42678	FBgn0036934
GB42679	FBgn0039713
GB42680	FBgn0035945
GB42681	FBgn0262714
GB42682	FBgn0034352
GB42683	FBgn0039559
GB42684	NA
GB42685	FBgn0033301
GB42686	FBgn0034563
GB42688	FBgn0083951
GB42689	FBgn0035407
GB42690	FBgn0031068
GB42691	FBgn0031764
GB42692	FBgn0003964
GB42693	FBgn0011638
GB42694	FBgn0024833
GB42695	NA
GB42696	FBgn0037328
GB42697	FBgn0038564
GB42698	FBgn0010622
GB42699	NA
GB42700	NA
GB42701	NA
GB42702	NA
GB42703	FBgn0037288
GB42704	FBgn0037290
GB42705	FBgn0038893
GB42706	FBgn0011766
GB42707	FBgn0027378
GB42708	FBgn0000711
GB42711	NA
GB42714	FBgn0086683
GB42715	NA
GB42716	FBgn0021818
GB42717	NA
GB42719	FBgn0035983
GB42720	FBgn0014189
GB42721	FBgn0051739
GB42722	FBgn0032031
GB42723	FBgn0030572
GB42724	FBgn0038804
GB42725	NA
GB42726	NA
GB42727	NA
GB42728	FBgn0264255
GB42729	NA
GB42731	FBgn0035338
GB42732	FBgn0263120
GB42733	NA
GB42734	NA
GB42735	FBgn0016047
GB42736	FBgn0034626
GB42737	NA
GB42738	FBgn0011204
GB42739	FBgn0003308
GB42740	FBgn0038341
GB42741	NA
GB42742	FBgn0039836
GB42743	FBgn0002778
GB42744	NA
GB42745	NA
GB42746	FBgn0035423
GB42747	NA
GB42748	FBgn0020655
GB42749	FBgn0262512
GB42750	FBgn0031606
GB42751	FBgn0034728
GB42752	FBgn0034728
GB42753	FBgn0015795
GB42754	NA
GB42755	FBgn0001977
GB42756	NA
GB42757	NA
GB42758	FBgn0004896
GB42759	FBgn0030403
GB42760	NA
GB42761	FBgn0067864
GB42762	NA
GB42763	NA
GB42764	NA
GB42765	NA
GB42766	NA
GB42767	FBgn0040571
GB42768	NA
GB42769	FBgn0038405
GB42770	FBgn0002775
GB42771	FBgn0031773
GB42772	FBgn0030571
GB42773	FBgn0027094
GB42774	NA
GB42775	FBgn0032850
GB42776	FBgn0032030
GB42777	NA
GB42778	FBgn0032240
GB42779	FBgn0035401
GB42780	FBgn0034802
GB42781	FBgn0000183
GB42782	NA
GB42783	FBgn0032673
GB42784	NA
GB42785	FBgn0039702
GB42786	FBgn0027066
GB42787	FBgn0259682
GB42788	NA
GB42790	NA
GB42791	NA
GB42792	FBgn0038294
GB42793	FBgn0038294
GB42794	NA
GB42795	FBgn0038894
GB42796	FBgn0250839
GB42797	FBgn0037288
GB42798	FBgn0037288
GB42799	FBgn0038395
GB42800	NA
GB42801	NA
GB42802	NA
GB42803	NA
GB42804	NA
GB42805	FBgn0038755
GB42806	NA
GB42807	NA
GB42808	NA
GB42809	FBgn0037874
GB42810	FBgn0036987
GB42811	NA
GB42812	NA
GB42813	NA
GB42814	FBgn0052451
GB42815	NA
GB42816	NA
GB42817	FBgn0033259
GB42818	NA
GB42819	FBgn0039863
GB42820	FBgn0024362
GB42821	FBgn0036581
GB42822	FBgn0041630
GB42823	NA
GB42824	FBgn0028471
GB42825	NA
GB42826	NA
GB42827	NA
GB42828	NA
GB42829	FBgn0010053
GB42830	NA
GB42831	NA
GB42832	NA
GB42833	NA
GB42834	FBgn0053113
GB42835	FBgn0004507
GB42836	FBgn0031213
GB42837	FBgn0035766
GB42838	FBgn0031883
GB42839	NA
GB42840	FBgn0032305
GB42841	FBgn0034432
GB42842	NA
GB42843	NA
GB42844	FBgn0050440
GB42845	FBgn0022708
GB42846	FBgn0033260
GB42847	FBgn0026428
GB42848	FBgn0053129
GB42849	NA
GB42850	FBgn0000036
GB42851	NA
GB42852	NA
GB42853	FBgn0030746
GB42854	FBgn0038318
GB42855	FBgn0039293
GB42856	FBgn0031682
GB42857	NA
GB42858	FBgn0043806
GB42859	FBgn0260467
GB42860	FBgn0260467
GB42861	NA
GB42862	FBgn0032198
GB42863	FBgn0035692
GB42864	NA
GB42865	FBgn0036732
GB42866	FBgn0259246
GB42867	NA
GB42869	NA
GB42870	NA
GB42871	FBgn0032229
GB42872	FBgn0010382
GB42873	NA
GB42874	FBgn0026620
GB42875	NA
GB42876	NA
GB42877	NA
GB42878	FBgn0015907
GB42879	NA
GB42880	FBgn0033350
GB42881	FBgn0015797
GB42882	NA
GB42883	NA
GB42884	NA
GB42885	FBgn0083963
GB42886	NA
GB42887	FBgn0031381
GB42888	NA
GB42889	FBgn0027570
GB42890	NA
GB42891	NA
GB42892	NA
GB42893	NA
GB42894	FBgn0025641
GB42895	FBgn0030716
GB42896	NA
GB42897	FBgn0001170
GB42898	NA
GB42899	FBgn0085224
GB42900	NA
GB42901	NA
GB42902	NA
GB42903	NA
GB42904	NA
GB42905	NA
GB42906	NA
GB42907	NA
GB42908	NA
GB42909	NA
GB42910	NA
GB42911	NA
GB42912	NA
GB42913	NA
GB42914	NA
GB42915	NA
GB42917	FBgn0033031
GB42918	FBgn0030724
GB42919	FBgn0038827
GB42920	FBgn0030049
GB42921	FBgn0039227
GB42922	FBgn0039635
GB42923	FBgn0015562
GB42924	FBgn0038312
GB42925	FBgn0052533
GB42926	FBgn0028844
GB42927	NA
GB42929	FBgn0032833
GB42930	FBgn0037902
GB42931	FBgn0030503
GB42932	FBgn0000257
GB42933	FBgn0031030
GB42934	FBgn0037263
GB42936	NA
GB42937	NA
GB42938	NA
GB42939	NA
GB42940	FBgn0013305
GB42941	FBgn0022029
GB42942	FBgn0040297
GB42943	FBgn0083945
GB42944	FBgn0005586
GB42945	FBgn0263605
GB42946	NA
GB42947	NA
GB42948	NA
GB42949	FBgn0010300
GB42950	NA
GB42951	NA
GB42952	FBgn0000115
GB42953	NA
GB42954	NA
GB42955	NA
GB42956	NA
GB42957	NA
GB42958	NA
GB42959	NA
GB42960	FBgn0031070
GB42961	FBgn0031117
GB42962	FBgn0029747
GB42963	FBgn0031813
GB42964	FBgn0031765
GB42965	FBgn0036150
GB42966	FBgn0030800
GB42967	NA
GB42968	FBgn0036697
GB42969	FBgn0024315
GB42970	FBgn0014010
GB42971	NA
GB42972	NA
GB42973	FBgn0021874
GB42974	NA
GB42975	NA
GB42976	FBgn0004449
GB42977	FBgn0263600
GB42978	NA
GB42979	FBgn0053291
GB42980	NA
GB42981	FBgn0033301
GB42983	FBgn0036485
GB42984	NA
GB42985	NA
GB42986	FBgn0036909
GB42987	FBgn0036500
GB42988	NA
GB42989	NA
GB42990	NA
GB42991	NA
GB42992	NA
GB42993	NA
GB42994	FBgn0052406
GB42995	FBgn0036887
GB42996	NA
GB42997	NA
GB42998	FBgn0038307
GB42999	FBgn0030092
GB43000	FBgn0036859
GB43001	FBgn0030871
GB43003	NA
GB43004	FBgn0020386
GB43005	NA
GB43006	FBgn0030593
GB43007	NA
GB43008	NA
GB43009	NA
GB43010	NA
GB43011	NA
GB43012	NA
GB43013	NA
GB43014	NA
GB43015	FBgn0052296
GB43016	NA
GB43017	NA
GB43018	NA
GB43019	NA
GB43020	NA
