GB	Taxa
GB41858	Insecta
GB41859	Insecta
GB41860	Insecta
GB41861	Apoidea
GB41862	Insecta
GB41863	Insecta
GB41864	Insecta
GB41865	Insecta
GB41866	Insecta
GB41867	Insecta
GB41869	Insecta
GB41871	Insecta
GB41872	Insecta
GB41873	Insecta
GB41874	Insecta
GB41875	Insecta
GB41876	Insecta
GB41877	Insecta
GB41878	Insecta
GB41881	Insecta
GB41882	Insecta
GB41883	Insecta
GB41884	Insecta
GB41886	Insecta
GB41888	Insecta
GB41889	Insecta
GB41890	Insecta
GB41891	Insecta
GB41893	Hymenoptera
GB41894	Insecta
GB41895	Hymenoptera
GB41896	Insecta
GB41897	Insecta
GB41898	Insecta
GB41899	NA
GB41900	Insecta
GB41901	Insecta
GB41902	Insecta
GB41904	Insecta
GB41905	Insecta
GB41906	NA
GB41907	Insecta
GB41908	Insecta
GB41909	Insecta
GB41910	Insecta
GB41911	Insecta
GB41912	Insecta
GB41913	Insecta
GB41914	NA
GB41915	Hymenoptera
GB41916	Insecta
GB41917	Insecta
GB41919	Hymenoptera
GB41920	NA
GB41921	Insecta
GB41922	Insecta
GB41933	Insecta
GB41942	Insecta
GB41943	NA
GB41944	Hymenoptera
GB41945	Insecta
GB41946	Insecta
GB41949	NA
GB41950	Hymenoptera
GB41951	NA
GB41952	NA
GB41953	NA
GB41954	Hymenoptera
GB41960	Hymenoptera
GB41962	Hymenoptera
GB41963	NA
GB41964	NA
GB41965	Apis
GB41966	Hymenoptera
GB41967	Insecta
GB41968	Insecta
GB41969	Insecta
GB41970	Insecta
GB41972	Insecta
GB41973	Insecta
GB41974	Insecta
GB41975	Insecta
GB41976	Insecta
GB41977	Insecta
GB41979	Insecta
GB41980	Insecta
GB41981	Insecta
GB41982	Insecta
GB41983	Insecta
GB41985	Insecta
GB41986	Insecta
GB41987	Insecta
GB41988	Insecta
GB41989	Apoidea
GB41990	Apoidea
GB41991	Hymenoptera
GB41992	Hymenoptera
GB41993	Hymenoptera
GB41994	NA
GB41996	NA
GB41997	Insecta
GB41998	Hymenoptera
GB41999	Insecta
GB42000	Insecta
GB42004	Insecta
GB42010	Insecta
GB42012	Insecta
GB42013	Apoidea
GB42014	Insecta
GB42015	Insecta
GB42016	Insecta
GB42017	Insecta
GB42018	Hymenoptera
GB42020	Insecta
GB42021	Insecta
GB42022	Insecta
GB42023	Insecta
GB42024	Insecta
GB42025	Insecta
GB42026	Hymenoptera
GB42027	Insecta
GB42028	NA
GB42030	NA
GB42031	Insecta
GB42032	Insecta
GB42033	NA
GB42035	Insecta
GB42036	Insecta
GB42037	Insecta
GB42038	Insecta
GB42039	Insecta
GB42041	NA
GB42043	Insecta
GB42044	NA
GB42045	NA
GB42049	Insecta
GB42050	Hymenoptera
GB42051	Insecta
GB42052	Insecta
GB42053	Insecta
GB42054	Insecta
GB42057	Insecta
GB42058	Insecta
GB42059	NA
GB42060	NA
GB42062	Insecta
GB42063	Insecta
GB42064	Insecta
GB42065	NA
GB42066	Insecta
GB42067	Hymenoptera
GB42070	Apoidea
GB42071	Insecta
GB42072	Insecta
GB42075	Insecta
GB42076	Hymenoptera
GB42077	Insecta
GB42078	Insecta
GB42079	Insecta
GB42081	Hymenoptera
GB42082	Insecta
GB42083	Hymenoptera
GB42084	Insecta
GB42085	Insecta
GB42086	Insecta
GB42087	Insecta
GB42089	Insecta
GB42090	NA
GB42091	NA
GB42093	Insecta
GB42096	Insecta
GB42097	NA
GB42099	Insecta
GB42106	Insecta
GB42107	Insecta
GB42109	Insecta
GB42110	Insecta
GB42112	Insecta
GB42138	Hymenoptera
GB42139	Insecta
GB42140	Insecta
GB42141	Insecta
GB42142	Insecta
GB42143	Insecta
GB42144	Hymenoptera
GB42145	Insecta
GB42146	Insecta
GB42147	Insecta
GB42148	Insecta
GB42149	Hymenoptera
GB42150	Insecta
GB42151	Hymenoptera
GB42152	Insecta
GB42153	NA
GB42155	Insecta
GB42156	Insecta
GB42157	NA
GB42159	Insecta
GB42160	NA
GB42161	Insecta
GB42162	NA
GB42163	NA
GB42164	Hymenoptera
GB42166	NA
GB42167	Hymenoptera
GB42168	Insecta
GB42169	Hymenoptera
GB42170	Hymenoptera
GB42171	NA
GB42172	Insecta
GB42174	Hymenoptera
GB42175	Insecta
GB42176	NA
GB42177	Insecta
GB42178	Insecta
GB42180	Apis
GB42181	NA
GB42182	Apoidea
GB42183	Insecta
GB42184	Insecta
GB42186	Insecta
GB42187	NA
GB42188	Insecta
GB42189	Insecta
GB42190	Insecta
GB42191	Insecta
GB42192	Insecta
GB42193	Insecta
GB42194	Insecta
GB42195	Insecta
GB42196	Hymenoptera
GB42198	Hymenoptera
GB42200	Insecta
GB42201	Insecta
GB42202	Insecta
GB42203	Insecta
GB42204	Insecta
GB42205	Insecta
GB42206	Hymenoptera
GB42207	Insecta
GB42208	NA
GB42209	NA
GB42210	Insecta
GB42211	Insecta
GB42213	Insecta
GB42215	Insecta
GB42216	Insecta
GB42218	Insecta
GB42219	Insecta
GB42220	Insecta
GB42222	Insecta
GB42223	Insecta
GB42224	Insecta
GB42225	Hymenoptera
GB42227	Insecta
GB42228	Insecta
GB42230	Insecta
GB42231	Insecta
GB42233	Insecta
GB42234	Insecta
GB42236	Insecta
GB42237	Insecta
GB42238	Insecta
GB42239	Insecta
GB42241	Insecta
GB42244	Insecta
GB42245	NA
GB42246	Insecta
GB42247	NA
GB42249	Insecta
GB42250	NA
GB42252	Insecta
GB42256	NA
GB42257	NA
GB42258	NA
GB42259	NA
GB42260	Hymenoptera
GB42261	Insecta
GB42262	Insecta
GB42263	Insecta
GB42264	Insecta
GB42265	Insecta
GB42266	Insecta
GB42267	NA
GB42268	Hymenoptera
GB42269	Insecta
GB42271	Insecta
GB42272	Insecta
GB42273	NA
GB42274	Insecta
GB42275	Insecta
GB42276	Insecta
GB42277	Insecta
GB42278	NA
GB42279	Insecta
GB42280	Hymenoptera
GB42281	Insecta
GB42282	NA
GB42283	NA
GB42287	Insecta
GB42290	NA
GB42292	Insecta
GB42295	Insecta
GB42296	Hymenoptera
GB42297	Insecta
GB42298	Insecta
GB42299	NA
GB42300	Insecta
GB42301	Hymenoptera
GB42302	Hymenoptera
GB42303	Insecta
GB42304	Insecta
GB42305	Hymenoptera
GB42306	Insecta
GB42307	Hymenoptera
GB42309	NA
GB42310	Apoidea
GB42311	Insecta
GB42312	Insecta
GB42313	Insecta
GB42314	Apis
GB42315	Insecta
GB42316	Insecta
GB42317	Insecta
GB42318	Hymenoptera
GB42319	Insecta
GB42320	NA
GB42321	Insecta
GB42323	Insecta
GB42324	Insecta
GB42326	Insecta
GB42327	Insecta
GB42328	Hymenoptera
GB42329	Insecta
GB42330	Insecta
GB42331	Hymenoptera
GB42332	Hymenoptera
GB42333	NA
GB42334	Insecta
GB42335	Hymenoptera
GB42337	NA
GB42338	Apoidea
GB42339	Insecta
GB42342	NA
GB42350	Hymenoptera
GB42351	Insecta
GB42352	Insecta
GB42353	Insecta
GB42354	Insecta
GB42355	Insecta
GB42356	Insecta
GB42357	NA
GB42358	Insecta
GB42359	Insecta
GB42360	Insecta
GB42364	Hymenoptera
GB42365	NA
GB42366	Insecta
GB42367	Insecta
GB42368	Hymenoptera
GB42369	Insecta
GB42370	Apoidea
GB42372	Hymenoptera
GB42373	Insecta
GB42374	Insecta
GB42375	Insecta
GB42376	Insecta
GB42377	Insecta
GB42378	Insecta
GB42379	Hymenoptera
GB42381	Insecta
GB42382	Insecta
GB42383	Hymenoptera
GB42384	Insecta
GB42385	Insecta
GB42386	NA
GB42387	NA
GB42400	Insecta
GB42401	Insecta
GB42404	Hymenoptera
GB42408	Insecta
GB42409	Insecta
GB42410	Hymenoptera
GB42411	Insecta
GB42412	Hymenoptera
GB42413	NA
GB42414	Insecta
GB42416	Insecta
GB42417	Insecta
GB42418	Insecta
GB42419	Insecta
GB42420	Insecta
GB42421	NA
GB42422	Insecta
GB42423	Insecta
GB42424	Hymenoptera
GB42425	Hymenoptera
GB42426	Hymenoptera
GB42427	Insecta
GB42428	Insecta
GB42429	Insecta
GB42431	Insecta
GB42432	Insecta
GB42433	Hymenoptera
GB42434	Insecta
GB42435	Apoidea
GB42436	Insecta
GB42437	NA
GB42438	NA
GB42442	NA
GB42443	NA
GB42444	NA
GB42445	NA
GB42446	NA
GB42447	Insecta
GB42448	Insecta
GB42449	Insecta
GB42450	Insecta
GB42451	Insecta
GB42452	Insecta
GB42454	Insecta
GB42455	Insecta
GB42456	Hymenoptera
GB42457	Insecta
GB42458	Insecta
GB42459	Insecta
GB42460	Insecta
GB42462	Insecta
GB42463	Insecta
GB42464	NA
GB42465	Insecta
GB42466	Insecta
GB42467	Insecta
GB42468	Insecta
GB42469	Insecta
GB42470	NA
GB42472	Insecta
GB42473	NA
GB42475	Insecta
GB42476	Insecta
GB42477	Insecta
GB42478	Insecta
GB42479	Insecta
GB42480	Hymenoptera
GB42481	Insecta
GB42482	Insecta
GB42484	Insecta
GB42485	Insecta
GB42486	NA
GB42487	Insecta
GB42489	Insecta
GB42490	Hymenoptera
GB42491	NA
GB42492	Insecta
GB42493	Insecta
GB42494	Insecta
GB42495	Insecta
GB42496	Insecta
GB42497	Hymenoptera
GB42498	NA
GB42499	Hymenoptera
GB42500	Insecta
GB42501	Insecta
GB42504	NA
GB42505	Insecta
GB42506	Insecta
GB42508	Insecta
GB42509	NA
GB42510	NA
GB42515	Insecta
GB42516	Insecta
GB42519	Insecta
GB42520	Insecta
GB42522	NA
GB42524	NA
GB42525	Insecta
GB42526	Insecta
GB42527	Insecta
GB42529	Insecta
GB42531	Hymenoptera
GB42533	Hymenoptera
GB42534	Insecta
GB42536	NA
GB42537	Insecta
GB42538	Insecta
GB42539	Apoidea
GB42540	NA
GB42541	Insecta
GB42543	Insecta
GB42544	Insecta
GB42545	NA
GB42547	NA
GB42548	Insecta
GB42549	Hymenoptera
GB42550	Insecta
GB42551	Insecta
GB42552	Hymenoptera
GB42553	Insecta
GB42554	Hymenoptera
GB42555	Hymenoptera
GB42556	NA
GB42558	Insecta
GB42559	Insecta
GB42560	Insecta
GB42561	Insecta
GB42562	Insecta
GB42564	Insecta
GB42565	Hymenoptera
GB42566	NA
GB42567	Insecta
GB42568	Insecta
GB42575	Insecta
GB42576	Hymenoptera
GB42577	Insecta
GB42579	Insecta
GB42580	Insecta
GB42581	Insecta
GB42582	Insecta
GB42583	NA
GB42584	Insecta
GB42585	Insecta
GB42586	Apoidea
GB42587	Hymenoptera
GB42588	Hymenoptera
GB42589	Hymenoptera
GB42590	Apoidea
GB42591	Insecta
GB42592	Insecta
GB42593	Apoidea
GB42594	Insecta
GB42595	Hymenoptera
GB42596	Insecta
GB42597	Apis
GB42598	NA
GB42599	Hymenoptera
GB42600	Insecta
GB42601	NA
GB42602	NA
GB42603	Insecta
GB42604	Insecta
GB42605	NA
GB42606	Insecta
GB42607	Insecta
GB42608	Insecta
GB42610	Hymenoptera
GB42612	Insecta
GB42613	Insecta
GB42614	Insecta
GB42615	Insecta
GB42616	Insecta
GB42617	NA
GB42618	Hymenoptera
GB42619	Insecta
GB42620	Hymenoptera
GB42621	Insecta
GB42622	NA
GB42623	Apoidea
GB42624	Insecta
GB42625	Insecta
GB42626	NA
GB42627	Apis
GB42628	Insecta
GB42629	Insecta
GB42631	Insecta
GB42632	Hymenoptera
GB42634	Insecta
GB42635	Hymenoptera
GB42636	Insecta
GB42637	Insecta
GB42638	Hymenoptera
GB42639	Insecta
GB42640	Hymenoptera
GB42641	Hymenoptera
GB42642	Insecta
GB42643	Insecta
GB42644	Insecta
GB42645	Insecta
GB42646	Hymenoptera
GB42647	Insecta
GB42648	Insecta
GB42649	Insecta
GB42650	Insecta
GB42651	Insecta
GB42652	Insecta
GB42653	Insecta
GB42654	Insecta
GB42655	Insecta
GB42656	Insecta
GB42659	Insecta
GB42660	Insecta
GB42661	Insecta
GB42662	Insecta
GB42663	Insecta
GB42664	Insecta
GB42666	Insecta
GB42667	Insecta
GB42669	Insecta
GB42670	Insecta
GB42671	Insecta
GB42672	Insecta
GB42673	Hymenoptera
GB42674	Insecta
GB42675	Insecta
GB42676	Insecta
GB42677	Insecta
GB42678	Insecta
GB42679	Insecta
GB42680	Insecta
GB42681	Insecta
GB42682	Insecta
GB42683	Insecta
GB42685	Insecta
GB42686	Insecta
GB42688	Insecta
GB42689	Insecta
GB42690	Insecta
GB42691	Insecta
GB42692	Insecta
GB42693	Insecta
GB42694	Insecta
GB42695	NA
GB42696	Insecta
GB42697	Insecta
GB42698	Insecta
GB42699	NA
GB42701	Hymenoptera
GB42702	Insecta
GB42704	Insecta
GB42705	Insecta
GB42706	Insecta
GB42707	Insecta
GB42708	Insecta
GB42711	NA
GB42714	Insecta
GB42716	Insecta
GB42717	Apoidea
GB42719	Insecta
GB42720	Insecta
GB42721	Insecta
GB42722	Insecta
GB42723	Insecta
GB42724	Insecta
GB42725	Insecta
GB42726	Insecta
GB42728	Insecta
GB42731	Insecta
GB42732	Insecta
GB42733	Hymenoptera
GB42735	Insecta
GB42737	Insecta
GB42738	Insecta
GB42739	Insecta
GB42740	Insecta
GB42741	Hymenoptera
GB42742	Insecta
GB42743	Insecta
GB42744	Hymenoptera
GB42745	Hymenoptera
GB42747	Insecta
GB42748	Insecta
GB42749	Insecta
GB42750	Insecta
GB42751	Insecta
GB42752	Insecta
GB42753	Insecta
GB42754	Apoidea
GB42755	Insecta
GB42756	Insecta
GB42757	Insecta
GB42758	Insecta
GB42759	Insecta
GB42760	Insecta
GB42761	Insecta
GB42762	Hymenoptera
GB42763	Insecta
GB42764	Insecta
GB42765	NA
GB42766	NA
GB42767	Insecta
GB42769	Insecta
GB42770	Insecta
GB42771	Insecta
GB42772	Insecta
GB42773	Insecta
GB42774	NA
GB42775	Insecta
GB42776	Insecta
GB42777	NA
GB42779	Insecta
GB42781	Insecta
GB42782	NA
GB42783	Insecta
GB42784	Hymenoptera
GB42785	Insecta
GB42786	Insecta
GB42787	Insecta
GB42788	NA
GB42790	Insecta
GB42791	NA
GB42792	Insecta
GB42793	Insecta
GB42794	Hymenoptera
GB42795	Insecta
GB42796	Insecta
GB42797	Insecta
GB42798	Insecta
GB42799	Insecta
GB42800	Insecta
GB42802	Insecta
GB42804	Insecta
GB42805	Insecta
GB42807	NA
GB42808	Insecta
GB42809	Insecta
GB42810	Insecta
GB42811	Insecta
GB42812	Insecta
GB42814	Insecta
GB42815	Hymenoptera
GB42816	Apoidea
GB42817	Insecta
GB42819	Insecta
GB42820	Insecta
GB42821	Insecta
GB42822	Insecta
GB42823	Insecta
GB42824	Insecta
GB42825	Apoidea
GB42826	NA
GB42828	Hymenoptera
GB42829	Insecta
GB42830	Insecta
GB42831	Apis
GB42834	Insecta
GB42835	Insecta
GB42836	Insecta
GB42837	Insecta
GB42838	Insecta
GB42839	Hymenoptera
GB42840	Insecta
GB42841	Insecta
GB42843	Hymenoptera
GB42844	Insecta
GB42845	Insecta
GB42846	Insecta
GB42847	Insecta
GB42848	Insecta
GB42849	Insecta
GB42850	Insecta
GB42851	Insecta
GB42852	Insecta
GB42853	Insecta
GB42854	Insecta
GB42855	Insecta
GB42856	Insecta
GB42857	Insecta
GB42858	Insecta
GB42859	Insecta
GB42860	Insecta
GB42861	Insecta
GB42862	Insecta
GB42863	Insecta
GB42865	Insecta
GB42866	Insecta
GB42867	Insecta
GB42869	Insecta
GB42871	Insecta
GB42872	Insecta
GB42873	NA
GB42874	Insecta
GB42875	Insecta
GB42879	Hymenoptera
GB42880	Insecta
GB42881	Insecta
GB42882	NA
GB42883	NA
GB42884	Hymenoptera
GB42885	Insecta
GB42886	Hymenoptera
GB42887	Insecta
GB42888	Hymenoptera
GB42889	Insecta
GB42890	Apoidea
GB42891	Insecta
GB42892	Hymenoptera
GB42894	Insecta
GB42895	Insecta
GB42896	Insecta
GB42897	Insecta
GB42898	Hymenoptera
GB42899	Insecta
GB42900	Apis
GB42901	Hymenoptera
GB42902	Hymenoptera
GB42903	Hymenoptera
GB42904	Hymenoptera
GB42906	Hymenoptera
GB42907	Apoidea
GB42908	Apoidea
GB42909	NA
GB42910	Insecta
GB42911	Apoidea
GB42913	Hymenoptera
GB42915	NA
GB42917	Insecta
GB42918	Insecta
GB42919	Insecta
GB42920	Insecta
GB42921	Insecta
GB42922	Insecta
GB42923	Insecta
GB42924	Insecta
GB42925	Insecta
GB42926	Insecta
GB42927	Hymenoptera
GB42929	Insecta
GB42930	Insecta
GB42931	Insecta
GB42932	Insecta
GB42933	Insecta
GB42934	Insecta
GB42936	NA
GB42939	Apoidea
GB42940	Insecta
GB42941	Insecta
GB42942	Insecta
GB42943	Insecta
GB42944	Insecta
GB42945	Insecta
GB42946	NA
GB42947	Apis
GB42948	Apoidea
GB42949	Insecta
GB42950	Insecta
GB42951	NA
GB42952	Insecta
GB42953	Hymenoptera
GB42955	NA
GB42956	NA
GB42957	Insecta
GB42958	Insecta
GB42959	Hymenoptera
GB42960	Insecta
GB42961	Insecta
GB42962	Insecta
GB42963	Insecta
GB42964	Insecta
GB42965	Insecta
GB42966	Insecta
GB42967	Hymenoptera
GB42968	Insecta
GB42969	Insecta
GB42970	Insecta
GB42972	Apis
GB42973	Insecta
GB42974	NA
GB42975	Hymenoptera
GB42976	Insecta
GB42977	Insecta
GB42978	Apoidea
GB42979	Insecta
GB42981	Insecta
GB42983	Insecta
GB42984	Insecta
GB42985	Insecta
GB42986	Insecta
GB42987	Insecta
GB42991	NA
GB42992	Hymenoptera
GB42994	Insecta
GB42995	Insecta
GB42996	NA
GB42997	Insecta
GB42998	Insecta
GB42999	Insecta
GB43000	Insecta
GB43003	NA
GB43004	Insecta
GB43005	Insecta
GB43006	Insecta
GB43007	Apis
GB43009	NA
GB43010	NA
GB43011	Insecta
GB43012	NA
GB43013	NA
GB43014	NA
GB43015	Insecta
GB43016	Insecta
GB43017	NA
GB43018	NA
GB43019	NA
GB43020	NA
GB43022	Insecta
GB43023	Insecta
GB43024	Insecta
GB43025	Insecta
GB43026	Apis
GB43033	NA
GB43034	Insecta
GB43035	Hymenoptera
GB43047	NA
GB43051	NA
GB43052	Insecta
GB43053	Insecta
GB43054	Insecta
GB43074	Insecta
GB43075	Insecta
GB43076	Insecta
GB43077	Insecta
GB43079	Insecta
GB43080	Insecta
GB43081	Insecta
GB43084	Insecta
GB43085	Insecta
GB43086	Insecta
GB43087	Insecta
GB43088	Insecta
GB43089	Insecta
GB43091	Insecta
GB43092	Insecta
GB43093	Insecta
GB43094	Insecta
GB43095	Insecta
GB43097	Insecta
GB43098	Insecta
GB43099	Insecta
GB43100	Insecta
GB43103	Insecta
GB43104	Insecta
GB43105	Insecta
GB43106	Insecta
GB43107	Insecta
GB43108	Insecta
GB43110	Insecta
GB43111	Hymenoptera
GB43112	NA
GB43113	Insecta
GB43114	Insecta
GB43115	Insecta
GB43116	Insecta
GB43117	Insecta
GB43118	Insecta
GB43119	Insecta
GB43120	Insecta
GB43121	Insecta
GB43122	Insecta
GB43123	Insecta
GB43124	Insecta
GB43125	Insecta
GB43126	Insecta
GB43127	Insecta
GB43128	Insecta
GB43129	Hymenoptera
GB43130	Insecta
GB43131	Insecta
GB43132	Insecta
GB43133	Insecta
GB43134	Insecta
GB43135	Insecta
GB43136	Insecta
GB43137	Hymenoptera
GB43138	Insecta
GB43139	NA
GB43140	Insecta
GB43141	Insecta
GB43143	Insecta
GB43145	Insecta
GB43146	NA
GB43147	Insecta
GB43149	Insecta
GB43150	Insecta
GB43151	Insecta
GB43153	Insecta
GB43154	Insecta
GB43155	Insecta
GB43156	Hymenoptera
GB43157	Insecta
GB43158	Insecta
GB43159	Insecta
GB43160	Insecta
GB43161	Insecta
GB43162	Insecta
GB43163	Insecta
GB43167	Apoidea
GB43168	Insecta
GB43169	Insecta
GB43171	Insecta
GB43172	Insecta
GB43173	Insecta
GB43175	Insecta
GB43176	Insecta
GB43178	Insecta
GB43179	Insecta
GB43180	Insecta
GB43181	Insecta
GB43182	Apoidea
GB43183	NA
GB43184	Insecta
GB43185	Insecta
GB43186	Insecta
GB43187	Apoidea
GB43188	Insecta
GB43189	Insecta
GB43191	Insecta
GB43192	Insecta
GB43193	Hymenoptera
GB43194	Insecta
GB43195	Insecta
GB43196	NA
GB43197	NA
GB43198	Insecta
GB43200	Insecta
GB43201	Insecta
GB43202	Hymenoptera
GB43203	Insecta
GB43204	NA
GB43205	Insecta
GB43206	NA
GB43207	Insecta
GB43208	Insecta
GB43210	Insecta
GB43211	Insecta
GB43212	Insecta
GB43213	Insecta
GB43214	Insecta
GB43215	Insecta
GB43216	Insecta
GB43217	Insecta
GB43218	Insecta
GB43219	Insecta
GB43220	Insecta
GB43221	Hymenoptera
GB43222	Insecta
GB43223	Insecta
GB43224	NA
GB43225	Insecta
GB43226	Insecta
GB43227	Hymenoptera
GB43228	Insecta
GB43229	Insecta
GB43230	Insecta
GB43231	Insecta
GB43232	Insecta
GB43234	Insecta
GB43235	Insecta
GB43236	Insecta
GB43237	Insecta
GB43238	Insecta
GB43239	Insecta
GB43244	NA
GB43245	Insecta
GB43246	Insecta
GB43247	Insecta
GB43248	Insecta
GB43249	NA
GB43250	NA
GB43251	NA
GB43252	NA
GB43255	NA
GB43256	Insecta
GB43258	Insecta
GB43260	Insecta
GB43261	Insecta
GB43262	NA
GB43263	Insecta
GB43264	Insecta
GB43265	Insecta
GB43266	Insecta
GB43270	Insecta
GB43271	Insecta
GB43272	NA
GB43273	NA
GB43274	Apis
GB43275	Insecta
GB43276	Insecta
GB43277	Insecta
GB43279	Insecta
GB43280	Insecta
GB43281	Apis
GB43282	Insecta
GB43284	Hymenoptera
GB43285	Insecta
GB43287	Hymenoptera
GB43288	Insecta
GB43292	Insecta
GB43293	Insecta
GB43294	NA
GB43295	Insecta
GB43297	NA
GB43298	Apoidea
GB43299	NA
GB43300	Insecta
GB43301	Insecta
GB43302	Insecta
GB43304	Insecta
GB43305	Insecta
GB43306	Hymenoptera
GB43307	NA
GB43308	Hymenoptera
GB43309	Insecta
GB43310	Insecta
GB43311	Insecta
GB43312	NA
GB43313	NA
GB43314	Hymenoptera
GB43315	Insecta
GB43316	Insecta
GB43327	Insecta
GB43328	NA
GB43329	Insecta
GB43332	Hymenoptera
GB43334	NA
GB43335	NA
GB43336	NA
GB43337	Hymenoptera
GB43338	Insecta
GB43341	NA
GB43353	Insecta
GB43354	NA
GB43358	Insecta
GB43359	NA
GB43360	Insecta
GB43362	Insecta
GB43365	Insecta
GB43366	Insecta
GB43367	Insecta
GB43368	Insecta
GB43369	Insecta
GB43375	Insecta
GB43376	Insecta
GB43378	Hymenoptera
GB43379	Insecta
GB43380	Apoidea
GB43381	NA
GB43382	Hymenoptera
GB43385	NA
GB43388	Insecta
GB43389	Insecta
GB43390	Insecta
GB43391	Insecta
GB43392	Insecta
GB43393	Insecta
GB43394	NA
GB43401	Insecta
GB43402	Hymenoptera
GB43403	Insecta
GB43404	Insecta
GB43405	NA
GB43407	Insecta
GB43408	NA
GB43409	Insecta
GB43411	Insecta
GB43412	Insecta
GB43416	Insecta
GB43417	Insecta
GB43418	Hymenoptera
GB43419	Insecta
GB43420	Insecta
GB43421	Insecta
GB43422	Insecta
GB43423	NA
GB43424	NA
GB43425	NA
GB43426	NA
GB43427	Insecta
GB43429	Insecta
GB43431	NA
GB43434	Hymenoptera
GB43435	Hymenoptera
GB43436	Insecta
GB43437	Insecta
GB43438	Insecta
GB43439	Insecta
GB43440	Insecta
GB43441	Insecta
GB43442	Insecta
GB43443	Insecta
GB43444	Insecta
GB43446	Insecta
GB43447	Hymenoptera
GB43448	Insecta
GB43449	Insecta
GB43453	Insecta
GB43454	NA
GB43455	Apoidea
GB43456	Insecta
GB43459	Insecta
GB43460	NA
GB43461	NA
GB43462	Insecta
GB43463	Insecta
GB43464	Insecta
GB43465	Insecta
GB43466	Insecta
GB43467	Insecta
GB43468	Insecta
GB43469	NA
GB43470	Insecta
GB43471	Insecta
GB43472	Hymenoptera
GB43476	Hymenoptera
GB43478	Insecta
GB43479	Insecta
GB43480	Insecta
GB43481	Insecta
GB43482	Insecta
GB43483	Insecta
GB43484	NA
GB43485	Insecta
GB43486	Insecta
GB43487	Insecta
GB43488	NA
GB43489	NA
GB43490	NA
GB43491	NA
GB43492	NA
GB43494	NA
GB43495	Insecta
GB43496	NA
GB43497	Insecta
GB43499	Hymenoptera
GB43500	Hymenoptera
GB43501	Hymenoptera
GB43502	Insecta
GB43503	Apoidea
GB43504	Insecta
GB43505	Insecta
GB43506	Insecta
GB43507	Insecta
GB43508	Insecta
GB43509	Insecta
GB43510	Insecta
GB43511	Insecta
GB43512	Insecta
GB43513	Insecta
GB43514	Insecta
GB43515	Insecta
GB43516	Hymenoptera
GB43517	NA
GB43518	Apoidea
GB43519	Insecta
GB43520	Insecta
GB43523	Insecta
GB43526	Insecta
GB43527	NA
GB43529	NA
GB43534	Hymenoptera
GB43535	NA
GB43536	NA
GB43537	Insecta
GB43539	NA
GB43540	Insecta
GB43543	Insecta
GB43545	Apoidea
GB43546	Insecta
GB43547	NA
GB43548	Insecta
GB43549	Insecta
GB43551	Insecta
GB43552	Insecta
GB43553	Insecta
GB43554	Insecta
GB43555	Insecta
GB43556	Insecta
GB43558	NA
GB43559	Insecta
GB43560	Insecta
GB43561	Insecta
GB43562	Insecta
GB43563	Insecta
GB43564	Insecta
GB43565	Insecta
GB43566	Hymenoptera
GB43567	Insecta
GB43568	NA
GB43569	Hymenoptera
GB43570	NA
GB43571	Insecta
GB43572	Insecta
GB43573	NA
GB43574	Insecta
GB43575	Insecta
GB43576	Hymenoptera
GB43579	Insecta
GB43580	Hymenoptera
GB43581	Insecta
GB43582	NA
GB43583	NA
GB43584	Insecta
GB43585	Hymenoptera
GB43586	Insecta
GB43587	NA
GB43588	NA
GB43589	NA
GB43590	NA
GB43591	Insecta
GB43592	NA
GB43594	NA
GB43595	NA
GB43596	NA
GB43597	NA
GB43598	Insecta
GB43599	NA
GB43602	Insecta
GB43604	Hymenoptera
GB43605	NA
GB43606	Insecta
GB43607	NA
GB43609	NA
GB43611	Insecta
GB43612	Hymenoptera
GB43613	Hymenoptera
GB43614	Hymenoptera
GB43615	Insecta
GB43617	Insecta
GB43618	Insecta
GB43619	Insecta
GB43621	Insecta
GB43622	Insecta
GB43623	Insecta
GB43624	Hymenoptera
GB43625	Insecta
GB43626	Insecta
GB43627	Hymenoptera
GB43628	Insecta
GB43629	Insecta
GB43630	Insecta
GB43631	Insecta
GB43632	Hymenoptera
GB43633	Insecta
GB43634	Insecta
GB43635	Insecta
GB43636	Insecta
GB43637	Insecta
GB43638	Insecta
GB43639	Hymenoptera
GB43640	Insecta
GB43642	NA
GB43643	Insecta
GB43654	NA
GB43655	NA
GB43657	Hymenoptera
GB43658	NA
GB43660	Insecta
GB43662	Apoidea
GB43663	NA
GB43665	Insecta
GB43666	Insecta
GB43672	NA
GB43677	Insecta
GB43683	NA
GB43684	Insecta
GB43685	Insecta
GB43686	Insecta
GB43687	Insecta
GB43689	Hymenoptera
GB43690	Insecta
GB43691	Insecta
GB43692	Insecta
GB43693	Insecta
GB43694	Insecta
GB43696	NA
GB43697	Insecta
GB43699	NA
GB43700	NA
GB43702	Insecta
GB43703	Insecta
GB43704	Insecta
GB43705	Apis
GB43706	Insecta
GB43707	Insecta
GB43708	Insecta
GB43709	Insecta
GB43710	Insecta
GB43711	Insecta
GB43712	Insecta
GB43713	Insecta
GB43714	NA
GB43716	Insecta
GB43718	Insecta
GB43719	Insecta
GB43722	Insecta
GB43724	NA
GB43726	NA
GB43727	Insecta
GB43728	Insecta
GB43729	Insecta
GB43730	Insecta
GB43731	Insecta
GB43732	Insecta
GB43733	Insecta
